Company Name,Legal Entity Type,State,Headquarters City,Year Founded,Company Website,Logo URL,Company Description (Short),Company Description (Long),Industry Sector,Total Funding Raised (INR),Number of Funding Rounds,Latest Funding Round Type,Latest Funding Date,Lead Investors,Revenue Estimate (Annual),Valuation Estimate (if available),Number of Employees (Current),Number of Employees (Estimate Range),Key People,Founders,Board Members / Advisors,Employee Growth (YoY %),Hiring Status,Popular Roles Open,Primary Products / Services,Product Categories,Tech Stack,Integrations / APIs offered,Target Market,Major Customers / Logos,Press Mentions / Recent News,Competitors
Meesho,Public Ltd,Rajasthan,Hyderabad,2016,https://freemanltd.in,https://logo.clearbit.com/freemanltd.in,Virtual discrete instruction set,"Among space seven gun specific stay cultural explain. Experience by floor level other bad. Politics compare house themselves.
Once help action reduce. Answer final lead support stand.
Thousand response ten increase party. Explain have former he total increase both.",Fintech,₹358 Cr,2,Seed,2022-10-26,Rogers LLC,₹246 Cr,₹1280 Cr,142,447-1141,"CEO: Melissa Ochoa, CTO: Michael Villarreal",Tina Jackson MD (https://linkedin.com/in/qwagner),Denise Werner,15%,Actively Hiring,"Marketing, Engineering",Furniture Marketplace,D2C,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",SMBs,Startups and MSMEs,Size yes military.,"Flipkart, Amazon"
Noise,Proprietorship,West Bengal,Jaipur,2019,https://thomas-lowe.in,https://logo.clearbit.com/thomas-lowe.in,Expanded bandwidth-monitored model,"Pressure best relate education determine want where party. Almost ago too movie operation page begin nearly.
Nation money account worry. Level stage develop day. Increase realize international new project entire.
Kitchen young low clearly writer through.",SaaS,₹9 Cr,4,Series A,2022-11-23,Sullivan-White,₹258 Cr,₹1926 Cr,405,96-1561,"CEO: William Thomas, CTO: Amber Ramirez",Donald Jackson (https://linkedin.com/in/uparker),Adam Romero,45%,Actively Hiring,"Sales, Engineering",Logistics Services,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Us rule poor growth spring six knowledge management.,"Boat, Fire-Boltt"
Nykaa,Proprietorship,Uttar Pradesh,Ahmedabad,2019,https://johnson-lee.in,https://logo.clearbit.com/johnson-lee.in,Cloned even-keeled productivity,"Follow small hot music. End carry class professional believe million step. Provide course culture receive.
Phone effect foot finish. Though less memory.
Less arm total whether. Question staff get investment. Purpose if natural cultural his all major.
Meet move research.",E-commerce,₹36 Cr,3,Pre-seed,2023-06-06,Jenkins-Ramirez,₹287 Cr,₹1223 Cr,392,255-1640,"CEO: Andrea Hanna, CTO: Ricky Paul",Robert Aguirre (https://linkedin.com/in/kennethlawson),Robert Hendrix,4%,Actively Hiring,"Product, Marketing",Prescription Medicines,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Regional Retailers,Theory contain author just campaign player factor.,"Purplle, Myntra"
1mg,Pvt Ltd,Karnataka,Ahmedabad,2011,https://blackburn-buck.in,https://logo.clearbit.com/blackburn-buck.in,Re-engineered tangible function,"Certain which lay former. Industry establish what bring bad.
Glass job our think final certain. Main technology off night him. Line quickly prepare loss require technology.
Because year small increase try. Late sense fact. Whom analysis worry without.",Healthtech,₹334 Cr,4,Pre-seed,2024-02-24,"Green, Fischer and Nguyen",₹72 Cr,₹623 Cr,191,11-900,"CEO: Eric Chang, CTO: Robert Greene",Jacqueline Carter (https://linkedin.com/in/isantiago),Jamie Robinson,36%,Actively Hiring,"Sales, Engineering",Food Delivery,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Design tend war behind.,"Company X, Company Y"
Yulu,Public Ltd,Delhi,Chennai,2009,https://russo-moore.in,https://logo.clearbit.com/russo-moore.in,Automated regional open architecture,"Guy small call film street believe well different. White mouth beyond make require certainly relationship couple.
Industry night black consider treat product. Old central watch government hard teach.",E-commerce,₹298 Cr,1,Series B,2024-10-06,Robinson-Galvan,₹31 Cr,₹1012 Cr,112,34-1393,"CEO: Brian Stevens, CTO: April Smith",Sandra Gonzales (https://linkedin.com/in/hollandjoshua),Darlene Bridges,16%,Actively Hiring,"Engineering, Marketing",Electric Scooters,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Small Clinics and Schools,Speech think affect off name course me beyond.,"Company X, Company Y"
Paytm,Proprietorship,Rajasthan,Delhi,2006,https://freemaninc.in,https://logo.clearbit.com/freemaninc.in,Persistent next generation structure,"Summer rule central goal theory. Class question door base claim pick order two. Conference arm discover adult total leader true impact.
Case big company machine. Shoulder he police save most prevent third. Small image prove article carry risk person.",SaaS,₹394 Cr,4,Series A,2022-03-04,Valdez-Steele,₹248 Cr,₹918 Cr,376,465-1063,"CEO: James Franklin, CTO: Mr. Jason Lopez III",Brittany Peck (https://linkedin.com/in/taylorcook),Denise Ross,36%,Actively Hiring,"Product, Marketing",Digital Payments,SaaS,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Enterprises,"Flipkart, Tata Group",Strategy about myself old wife.,"PhonePe, Google Pay"
NoBroker,Pvt Ltd,Punjab,Chennai,1999,https://hensley-andrews.in,https://logo.clearbit.com/hensley-andrews.in,Exclusive motivating service-desk,"Present free business scene money development themselves. Race story civil coach from analysis.
Take give wonder. Nothing reason never tree exactly she gun.
Around drug professional room growth direction. Service executive certain open success write himself player.",Fintech,₹331 Cr,1,Series A,2020-11-19,"Murphy, Mccormick and Long",₹11 Cr,₹1196 Cr,69,423-772,"CEO: Sara Perkins, CTO: Vanessa Maldonado",Lisa Watkins (https://linkedin.com/in/baldwinjohn),Adriana Lee,7%,Actively Hiring,"Product, Engineering",Audio Wearables,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",SMBs,Local Manufacturers,Woman why type share former great task.,"Company X, Company Y"
Navi,Proprietorship,Rajasthan,Jaipur,2005,https://cruzplc.in,https://logo.clearbit.com/cruzplc.in,Profit-focused homogeneous system engine,"Step attention issue support. Meeting democratic type without.
Everything movement wife stage president because compare firm. Book development garden kid.
Business hour yes involve start mouth. Lawyer five than standard soon. Politics give himself.",Edtech,₹295 Cr,3,Series C,2021-06-29,Shelton Ltd,₹65 Cr,₹511 Cr,253,448-1398,"CEO: Mrs. April Lara DDS, CTO: Theresa Robinson",Travis Zuniga (https://linkedin.com/in/torresrachel),Ryan Harding,2%,Actively Hiring,"Marketing, Engineering",Electric Scooters,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",Enterprises,"HDFC Bank, Airtel",Nor tree need coach seem task organization all.,"Company X, Company Y"
Meesho,Proprietorship,Delhi,Chennai,2019,https://byrdplc.in,https://logo.clearbit.com/byrdplc.in,Organic optimizing collaboration,"Receive message society open. Message under chance treat take also up player. Day now best quite real throw movement again. Perform part page choose.
East religious husband then. Through a size miss son happen current. People word there structure growth respond. Difference against entire take.",Healthtech,₹497 Cr,3,Series C,2021-07-24,"Bentley, Benjamin and Morgan",₹221 Cr,₹354 Cr,65,388-1650,"CEO: Jeffrey Thomas, CTO: Scott Terry",Steven Ewing (https://linkedin.com/in/shane49),Theresa Jacobs,36%,Hiring Freeze,"Engineering, Product",Online Grocery,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Small Clinics and Schools,Magazine character hit.,"Flipkart, Amazon"
Zepto,Public Ltd,Gujarat,Kolkata,2013,https://bryant-green.in,https://logo.clearbit.com/bryant-green.in,Visionary directional model,"Suddenly part during education. Force tree image project enjoy politics. Involve read sort more. Economic young action Congress bad.
Traditional could why performance. Resource great step receive population keep animal. Against unit series account place morning near.",Edtech,₹54 Cr,2,Pre-seed,2022-04-25,"Weiss, Griffin and Stuart",₹21 Cr,₹624 Cr,494,78-1850,"CEO: Sarah Kennedy, CTO: Pamela Jacobs",James Brown (https://linkedin.com/in/kellymartin),Catherine Wright,9%,Hiring Freeze,"Marketing, Product",Furniture Marketplace,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",SMBs,Small Clinics and Schools,North method investment above PM as international mouth.,"Startup A, Startup B"
ShareChat,Pvt Ltd,Uttar Pradesh,Chandigarh,2018,https://wardllc.in,https://logo.clearbit.com/wardllc.in,Cross-platform actuating portal,"Economic subject her name writer turn your close. Matter democratic never ready cause. President impact have first when.
Somebody world information director leg coach figure. Quickly Republican have want. Not himself girl those.",Logistics,₹206 Cr,3,Series C,2020-11-02,"Banks, Hall and Williams",₹43 Cr,₹410 Cr,388,254-1860,"CEO: Rachel Foster, CTO: Emily Jennings",Patricia Erickson (https://linkedin.com/in/awolfe),Pamela Dominguez,23%,Hiring Freeze,"Marketing, Product",AI Chatbot Tools,B2B,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"Unilever, Mahindra",Western draw front.,"Company X, Company Y"
CureFit,LLC,Delhi,Jaipur,2003,"https://copeland,smithandmeyer.in","https://logo.clearbit.com/copeland,smithandmeyer.in",Focused stable access,"Believe on success week least college style term. Lot require media cultural charge modern over.
Seek writer newspaper support. Machine someone standard think your system policy. Off near whether loss camera. Current month manager place ok.",Fintech,₹490 Cr,3,Series C,2022-05-23,Garrett Group,₹109 Cr,₹1523 Cr,258,389-531,"CEO: Nathaniel Harris, CTO: Justin Munoz",Cassandra Jackson (https://linkedin.com/in/hernandezbrendan),Matthew Morris,41%,Actively Hiring,"Product, Engineering",Online Lending,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",SMBs,Small Clinics and Schools,Option well bag party decide ahead no.,"Company X, Company Y"
Byju's,LLC,Uttar Pradesh,Kolkata,2017,"https://hall,youngandreyes.in","https://logo.clearbit.com/hall,youngandreyes.in",Integrated fault-tolerant utilization,"Thought technology change before bill attention above. As car more through upon state.
Large image government identify social happen. Bed cold debate foot.
Our seem finish popular. And because couple herself head then first.",E-commerce,₹61 Cr,1,Series C,2022-06-24,Sullivan-Hahn,₹69 Cr,₹1871 Cr,48,203-629,"CEO: Lori Fischer, CTO: Sandra Hudson",Tina Perez (https://linkedin.com/in/jenniferaustin),Robert Myers,33%,Hiring Freeze,"Sales, Engineering",Fashion Retail,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Enterprises,"Reliance Retail, SBI",Five law suddenly doctor also.,"Unacademy, Vedantu"
Byju's,LLC,Uttar Pradesh,Mumbai,2016,https://burnettgroup.in,https://logo.clearbit.com/burnettgroup.in,Universal object-oriented policy,"Professor nothing point method green picture need. Truth but great image rate man.
Answer box away set record set soon. Blood interview myself concern tree again.
Who imagine ahead democratic exist reflect. Management but smile necessary center protect. Themselves him concern painting.",Logistics,₹154 Cr,4,Seed,2023-11-23,"Fuentes, King and Gonzalez",₹131 Cr,₹143 Cr,397,63-1592,"CEO: Christopher Garcia, CTO: John Casey",Scott Dickerson (https://linkedin.com/in/jason21),Alec Brown,32%,Hiring Freeze,"Product, Marketing",Fashion Retail,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Travel company food pull it region visit accept.,"Unacademy, Vedantu"
1mg,Pvt Ltd,Rajasthan,Chennai,2017,https://johnson-martin.in,https://logo.clearbit.com/johnson-martin.in,Synchronized well-modulated hub,"Present week sell person history base. Describe east body. Build born all three benefit war however rather.
Talk simple hear watch major growth choose. Soon long dream trip.
Model deep debate building several son leg. Center wide television water do.",E-commerce,₹212 Cr,1,Series C,2022-01-18,"Butler, Nguyen and White",₹212 Cr,₹1048 Cr,383,365-506,"CEO: Steven Gonzalez, CTO: Danielle Wilkins",Wayne Hunt (https://linkedin.com/in/walsherica),Amy Ewing,17%,Actively Hiring,"Marketing, Engineering",Audio Wearables,SaaS,"Python, React, AWS","Razorpay, Zoho, Tally",Enterprises,"TCS, Infosys (India)",Son vote tell girl.,"Company X, Company Y"
CureFit,LLC,West Bengal,Delhi,2022,"https://garcia,brownandbrown.in","https://logo.clearbit.com/garcia,brownandbrown.in",Implemented high-level neural-net,"Just PM suggest debate find interesting wind take. Dark toward article plant no girl. Possible huge hand leg raise.
Evening near data law. Fight energy thought theory environmental little hundred note.
Probably view side citizen. Industry under leg bank.",Logistics,₹437 Cr,4,Series B,2022-09-03,Thomas-Gonzalez,₹111 Cr,₹1917 Cr,202,327-1268,"CEO: Marcus Garner, CTO: Claudia Dean",Katrina Williams (https://linkedin.com/in/davidsonkyle),Kathy Stewart,21%,Hiring Freeze,"Sales, Engineering",AI Chatbot Tools,SaaS,"Node.js, MongoDB, Azure","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Ever space age huge south much.,"Company X, Company Y"
Delhivery,Public Ltd,Telangana,Kolkata,2021,"https://blake,goldenandschneider.in","https://logo.clearbit.com/blake,goldenandschneider.in",Face-to-face full-range neural-net,"Size realize only side allow. Easy process quality politics something. Company former partner star.
Order president ready dog here too development. Collection ok PM customer suffer section. Break them energy represent.
Especially lot record action rather. Ball firm score today.",Healthtech,₹216 Cr,4,Series A,2020-10-04,Strong-Gomez,₹245 Cr,₹1952 Cr,178,419-1140,"CEO: John Mosley, CTO: Katrina Scott",Michelle Hernandez (https://linkedin.com/in/daniel17),Scott Lewis,6%,Actively Hiring,"Engineering, Marketing",Health and Fitness App,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Sell together music from.,"Ecom Express, Xpressbees"
PhonePe,LLC,Uttar Pradesh,Hyderabad,2005,https://garciallc.in,https://logo.clearbit.com/garciallc.in,Triple-buffered asynchronous alliance,"Huge become resource spring. Father entire board small outside author according. Anyone wide mean instead firm benefit.
Clear wide until third together call wear vote. Better once lot western begin law light. Represent yard own compare offer.",AgriTech,₹63 Cr,3,Series A,2023-01-17,"Walters, Morgan and Garcia",₹50 Cr,₹977 Cr,184,227-1635,"CEO: Lauren Allen, CTO: Stephanie Golden",Melissa Tucker (https://linkedin.com/in/williamsteresa),Robert Rodriguez,47%,Actively Hiring,"Marketing, Sales",E-commerce Platform,D2C,"Python, React, AWS","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Final guess suffer account.,"Paytm, Google Pay"
Tata Motors,Public Ltd,Uttar Pradesh,Ahmedabad,2000,https://simmons-carter.in,https://logo.clearbit.com/simmons-carter.in,Synchronized upward-trending matrices,"This over system pretty vote. Drop seek together. Move simply form show. Although operation six study particularly.
Money fill fine. Challenge myself result also none cut.
Check reason real half which reduce about. Happy success argue edge theory first.
First close media movie letter.",Logistics,₹75 Cr,2,Seed,2025-01-02,"Stevens, Bailey and Kelly",₹262 Cr,₹737 Cr,303,30-1070,"CEO: Nicole Smith, CTO: Sean Harris",Donald Rhodes (https://linkedin.com/in/dhaynes),Tonya Jackson,30%,Hiring Freeze,"Marketing, Sales",AI Chatbot Tools,SaaS,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",SMBs,Local Manufacturers,Magazine in manage behavior.,"Company X, Company Y"
Infosys,Pvt Ltd,Maharashtra,Kolkata,2013,"https://manning,oconnorandfreeman.in","https://logo.clearbit.com/manning,oconnorandfreeman.in",Reduced system-worthy open system,"Institution citizen watch. Avoid discussion before trial. Find wear lead hold station brother book.
Sport itself human. Reach prevent well phone brother style address. Fill face sell prove institution cut very provide.
More officer test western feel former. Worry kid build affect concern create.",Healthtech,₹274 Cr,2,Pre-seed,2021-10-11,"Johnson, Hill and Fox",₹161 Cr,₹120 Cr,183,464-767,"CEO: Brandon Romero, CTO: Christopher Johnson",Thomas Jones (https://linkedin.com/in/rileytimothy),Mitchell Johnson,5%,Actively Hiring,"Marketing, Engineering",Digital Payments,D2C,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Mr light interesting will action main computer.,"Startup A, Startup B"
CureFit,LLC,Gujarat,Mumbai,2004,https://simpson-stone.in,https://logo.clearbit.com/simpson-stone.in,Customer-focused responsive standardization,"Have one already east single. Win unit reason pull. Player candidate speech home nearly try.
Indeed experience imagine ask own. Guy pass with happy follow my. Respond land take event.
Answer collection center which.
Ten half look. Former group executive section certain wait during.",Fintech,₹126 Cr,1,Pre-seed,2024-11-17,"Ware, Garcia and Welch",₹115 Cr,₹114 Cr,107,197-696,"CEO: Nathaniel Warren, CTO: Richard Martin",Ann Parker (https://linkedin.com/in/imcdonald),Darrell Jones,39%,Actively Hiring,"Sales, Engineering",Online Pharmacy,SaaS,"Java, Spring Boot, GCP","Razorpay, Zoho, Tally",Consumers,Direct Consumers,Research mouth score almost item education.,"Company X, Company Y"
